,occ_code,occ_title,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
552,29-2040,emergency medical technicians and paramedics,broad,"251,860",1.2,17.64,"36,700",0.7,10.52,12.72,16.05,20.86,27.4,"21,880","26,470","33,380","43,390","56,990",,
554,29-2050,health practitioner support technologists and technicians,broad,"785,590",0.6,17.27,"35,910",0.2,10.79,12.97,16.28,20.38,25.29,"22,450","26,970","33,860","42,400","52,610",,
555,29-2051,dietetic technicians,detailed,"33,370",3,14.24,"29,610",0.7,9.13,10.51,12.74,16.82,22.1,"18,990","21,860","26,500","34,980","45,970",,
556,29-2052,pharmacy technicians,detailed,"417,720",0.8,15.9,"33,060",0.3,10.58,12.45,15.26,18.53,22.58,"22,000","25,900","31,750","38,540","46,980",,
557,29-2053,psychiatric technicians,detailed,"66,930",1.5,17.34,"36,070",1.2,10.54,12.49,15.23,20.35,28.65,"21,930","25,980","31,670","42,320","59,600",,
558,29-2054,respiratory therapy technicians,detailed,"9,600",3.6,24.47,"50,900",1,14.9,19.44,24.21,29.52,35.25,"30,990","40,430","50,350","61,390","73,330",,
559,29-2055,surgical technologists,detailed,"106,470",1.1,23.11,"48,060",0.3,15.61,18.28,22.26,27.27,32.21,"32,470","38,020","46,310","56,720","67,000",,
560,29-2056,veterinary technologists and technicians,detailed,"103,430",1.9,16.69,"34,710",0.6,11,13.19,16.06,19.17,23.73,"22,880","27,430","33,400","39,860","49,350",,
561,29-2057,ophthalmic medical technicians,detailed,"48,060",3,18.03,"37,500",0.6,12.05,14.18,17.27,21.19,25.1,"25,050","29,490","35,910","44,070","52,200",,
562,29-2060,licensed practical and licensed vocational nurses,broad,"702,700",0.7,21.98,"45,710",0.2,15.85,18.27,21.65,25.11,29.34,"32,970","38,010","45,030","52,220","61,030",,
564,29-2070,medical records and health information technicians,broad,"204,220",1,20.59,"42,820",0.4,12.41,14.9,18.83,24.69,31.06,"25,810","30,990","39,180","51,350","64,610",,
566,29-2080,"opticians, dispensing",broad,"75,450",2.1,18.79,"39,070",1,11.56,13.81,17.43,22.62,28.25,"24,040","28,730","36,250","47,040","58,750",,
568,29-2090,miscellaneous health technologists and technicians,broad,"139,620",1.5,23.36,"48,600",0.6,13.36,16.23,20.88,28.25,36.82,"27,800","33,760","43,420","58,760","76,590",,
569,29-2091,orthotists and prosthetists,detailed,"7,840",4.7,34.12,"70,970",2.1,17.33,23.72,31.85,41.11,50.43,"36,050","49,340","66,240","85,500","104,900",,
570,29-2092,hearing aid specialists,detailed,"7,380",6.6,27.42,"57,030",1.8,13.97,19.07,26.38,33.72,42.75,"29,060","39,670","54,860","70,140","88,920",,
571,29-2099,"health technologists and technicians, all other",detailed,"124,390",1.6,22.45,"46,690",0.6,13.25,15.99,20.1,27.06,34.8,"27,560","33,260","41,800","56,290","72,390",,
572,29-9000,other healthcare practitioners and technical occupations,minor,"161,190",0.8,31.19,"64,870",0.3,15.92,21.11,29.19,39.28,48.97,"33,110","43,900","60,710","81,700","101,850",,
573,29-9010,occupational health and safety specialists and technicians,broad,"98,830",0.9,33.71,"70,120",0.3,18.29,24.41,32.56,41.55,49.74,"38,050","50,770","67,720","86,410","103,450",,
574,29-9011,occupational health and safety specialists,detailed,"81,330",0.9,35.38,"73,600",0.3,20.04,26.48,34.51,43.06,50.88,"41,670","55,080","71,780","89,570","105,840",,
575,29-9012,occupational health and safety technicians,detailed,"17,490",2.1,25.93,"53,930",0.7,15.22,18.45,24.02,30.88,39.52,"31,650","38,380","49,960","64,220","82,190",,
576,29-9090,miscellaneous health practitioners and technical workers,broad,"62,360",1.6,27.19,"56,550",0.9,13.53,17.95,23.72,33.54,46.92,"28,130","37,340","49,340","69,770","97,590",,
577,29-9091,athletic trainers,detailed,"25,010",2.5,*,"48,630",0.7,*,*,*,*,*,"30,740","38,250","46,630","57,160","69,530",TRUE,
578,29-9092,genetic counselors,detailed,"2,660",7.8,37.56,"78,130",1.5,24.68,31.4,37.25,44.67,50.06,"51,340","65,310","77,480","92,910","104,130",,
579,29-9099,"healthcare practitioners and technical workers, all other",detailed,"34,700",2.1,29.13,"60,600",1.3,12.84,17.04,24.77,38.88,51.77,"26,710","35,440","51,530","80,870","107,670",,
580,31-0000,healthcare support occupations,major,"4,113,410",0.4,15.05,"31,310",0.2,9.84,11.28,13.8,17.53,22.44,"20,470","23,450","28,710","36,460","46,680",,
581,31-1000,"nursing, psychiatric, and home health aides",minor,"2,393,040",0.5,13.03,"27,110",0.3,9.45,10.6,12.31,14.75,18,"19,650","22,050","25,610","30,680","37,450",,
583,31-1011,home health aides,detailed,"820,960",1.4,11.67,"24,280",0.4,8.87,9.92,11.16,12.79,15.03,"18,450","20,640","23,210","26,600","31,260",,
584,31-1013,psychiatric aides,detailed,"65,770",2,14.1,"29,330",0.9,9.39,11.14,13.04,16.61,20.8,"19,520","23,160","27,110","34,550","43,270",,
585,31-1014,nursing assistants,detailed,"1,453,670",0.5,13.72,"28,540",0.2,9.94,11.22,13.23,15.49,18.57,"20,680","23,330","27,520","32,220","38,630",,
586,31-1015,orderlies,detailed,"52,630",2.3,13.94,"28,990",0.6,9.73,10.93,13.07,16.2,19.52,"20,240","22,730","27,180","33,700","40,610",,
587,31-2000,occupational therapy and physical therapist assistants and aides,minor,"188,850",1.2,23.7,"49,300",0.5,11.04,14.61,24.28,30.58,36.93,"22,950","30,390","50,510","63,600","76,820",,
588,31-2010,occupational therapy assistants and aides,broad,"49,390",2.3,26.66,"55,450",0.9,13.48,20.47,27.25,32.89,38.11,"28,040","42,580","56,690","68,410","79,280",,
589,31-2011,occupational therapy assistants,detailed,"41,650",2.3,28.59,"59,470",0.6,18.76,23.55,28.51,34.03,38.62,"39,020","48,970","59,310","70,770","80,320",,
590,31-2012,occupational therapy aides,detailed,"7,740",7.4,16.24,"33,780",3.1,9.97,11.43,14.04,18.23,28.41,"20,730","23,770","29,200","37,920","59,100",,
591,31-2020,physical therapist assistants and aides,broad,"139,460",1.3,22.65,"47,120",0.6,10.69,13.58,22.56,29.76,36.26,"22,240","28,240","46,920","61,890","75,410",,
592,31-2021,physical therapist assistants,detailed,"90,170",1.4,27.7,"57,620",0.4,17.27,22.49,27.61,32.58,38.17,"35,930","46,780","57,430","67,770","79,380",,
593,31-2022,physical therapist aides,detailed,"49,290",2.4,13.42,"27,910",0.8,9.43,10.64,12.37,14.92,18.5,"19,620","22,120","25,730","31,040","38,490",,
594,31-9000,other healthcare support occupations,minor,"1,531,520",0.5,17.14,"35,650",0.2,11.05,13.3,16.31,19.75,24.28,"22,980","27,660","33,920","41,080","50,500",,
595,31-9010,massage therapists,broad,"103,300",2.7,21.61,"44,950",1.2,9.76,13.29,19.23,27.54,37.25,"20,300","27,640","39,990","57,280","77,470",,
597,31-9090,miscellaneous healthcare support occupations,broad,"1,428,220",0.5,16.82,"34,980",0.2,11.15,13.3,16.18,19.45,23.73,"23,180","27,660","33,660","40,450","49,350",,
598,31-9091,dental assistants,detailed,"337,160",0.9,18.6,"38,690",0.4,12.58,14.98,18.09,22.11,25.54,"26,170","31,160","37,630","46,000","53,130",,
599,31-9092,medical assistants,detailed,"646,320",0.7,16.15,"33,580",0.2,11.46,13.26,15.61,18.43,22.07,"23,830","27,580","32,480","38,340","45,900",,
600,31-9093,medical equipment preparers,detailed,"53,920",1.5,17.82,"37,060",0.4,11.83,13.86,17,20.95,25.11,"24,600","28,830","35,370","43,570","52,240",,
601,31-9094,medical transcriptionists,detailed,"55,880",2.9,17.5,"36,400",1.2,10.42,12.96,16.95,20.97,24.72,"21,670","26,960","35,250","43,610","51,410",,
602,31-9095,pharmacy aides,detailed,"35,960",4.1,13.96,"29,030",1.2,9.16,10.58,12.56,16.23,21.42,"19,040","22,000","26,120","33,760","44,550",,
603,31-9096,veterinary assistants and laboratory animal caretakers,detailed,"84,400",2.7,13.26,"27,570",0.6,9.19,10.57,12.57,14.98,18.41,"19,110","21,990","26,140","31,170","38,300",,
604,31-9097,phlebotomists,detailed,"122,550",1.4,16.69,"34,710",0.3,11.66,13.53,16.19,19.12,23.09,"24,250","28,130","33,670","39,760","48,030",,
605,31-9099,"healthcare support workers, all other",detailed,"92,030",1.8,18.56,"38,600",0.9,10.85,13.61,17.89,22.43,26.78,"22,570","28,310","37,220","46,650","55,700",,
606,33-0000,protective service occupations,major,"3,408,680",0.4,22.69,"47,190",0.6,10.13,12.84,19.01,29.37,40.61,"21,070","26,700","39,550","61,080","84,470",,
607,33-1000,supervisors of protective service workers,minor,"280,260",0.5,35.97,"74,810",0.7,17.58,23.96,33.38,45.86,58.54,"36,570","49,850","69,440","95,390","121,770",,
608,33-1010,first-line supervisors of law enforcement workers,broad,"147,140",0.4,40.62,"84,490",0.6,22.11,28.3,38.52,50.14,62.84,"45,980","58,860","80,120","104,290","130,710",,
609,33-1011,first-line supervisors of correctional officers,detailed,"42,280",0.5,32.15,"66,880",0.7,19.59,22.7,30.05,40.48,48.11,"40,750","47,220","62,500","84,190","100,080",,
610,33-1012,first-line supervisors of police and detectives,detailed,"104,860",0.4,44.03,"91,590",0.6,24.61,31.94,42.26,54.17,67.46,"51,200","66,430","87,910","112,670","140,320",,
611,33-1020,first-line supervisors of fire fighting and prevention workers,broad,"58,690",0.9,38.19,"79,430",0.8,20.45,27.87,36.62,47.17,58.22,"42,540","57,970","76,170","98,110","121,090",,
613,33-1090,"miscellaneous first-line supervisors, protective service workers",broad,"74,430",1.3,25.02,"52,040",0.8,13.23,16.96,23.77,30.01,38.58,"27,520","35,270","49,430","62,420","80,240",,
614,33-1099,"first-line supervisors of protective service workers, all other",detailed,"74,430",1.3,25.02,"52,040",0.8,13.23,16.96,23.77,30.01,38.58,"27,520","35,270","49,430","62,420","80,240",,
615,33-2000,fire fighting and prevention workers,minor,"333,760",0.7,25.13,"52,260",0.7,11.89,16.21,23.76,32.23,40.34,"24,720","33,710","49,410","67,030","83,910",,
616,33-2010,firefighters,broad,"319,860",0.7,24.97,"51,930",0.8,11.77,16.06,23.6,32.03,40.18,"24,490","33,400","49,080","66,610","83,570",,
618,33-2020,fire inspectors,broad,"13,900",2.2,28.83,"59,960",0.9,15.33,19.8,27.25,36.34,45.47,"31,890","41,190","56,670","75,590","94,580",,
619,33-2021,fire inspectors and investigators,detailed,"11,940",2.6,29.93,"62,260",1,16.73,21.34,28.49,37.12,46.14,"34,800","44,390","59,260","77,210","95,960",,
620,33-2022,forest fire inspectors and prevention specialists,detailed,"1,960",2.1,22.11,"45,990",1,12.29,14.22,17.97,27.54,38.54,"25,570","29,570","37,380","57,280","80,160",,
621,33-3000,law enforcement workers,minor,"1,235,290",0.4,28.75,"59,790",0.7,15.55,19.24,26.21,36.41,45.77,"32,350","40,010","54,520","75,730","95,200",,
622,33-3010,"bailiffs, correctional officers, and jailers",broad,"447,350",0.5,22.86,"47,540",0.7,14.13,16.74,20.92,27.84,36,"29,390","34,820","43,510","57,910","74,870",,
623,33-3011,bailiffs,detailed,"18,480",1.4,22.21,"46,190",1,11.51,15.73,20.65,29.03,35.61,"23,950","32,730","42,960","60,370","74,060",,
624,33-3012,correctional officers and jailers,detailed,"428,870",0.5,22.88,"47,600",0.7,14.2,16.75,20.93,27.81,36.03,"29,540","34,830","43,540","57,850","74,940",,
625,33-3020,detectives and criminal investigators,broad,"105,350",0.3,40.06,"83,320",0.6,20.62,26.84,38.45,50.6,65.16,"42,880","55,830","79,970","105,240","135,530",,
627,33-3030,fish and game wardens,broad,"6,020",2.9,28.16,"58,570",0.8,18.83,22.23,27.12,33.2,38.4,"39,170","46,230","56,410","69,060","79,870",,
629,33-3040,parking enforcement workers,broad,"8,660",3.5,19.63,"40,840",1.4,11.25,14.06,18.76,24.78,29.66,"23,390","29,240","39,030","51,540","61,690",,
631,33-3050,police officers,broad,"667,910",0.5,31.03,"64,540",0.9,16.85,21.66,29.41,38.59,48.37,"35,050","45,050","61,160","80,270","100,610",,
632,33-3051,police and sheriff's patrol officers,detailed,"662,390",0.5,31,"64,490",0.9,16.84,21.62,29.35,38.57,48.37,"35,020","44,980","61,050","80,230","100,610",,
633,33-3052,transit and railroad police,detailed,"5,520",7.1,34.27,"71,280",1.9,21.57,27.68,33.79,41.05,48.19,"44,870","57,570","70,280","85,380","100,240",,
634,33-9000,other protective service workers,minor,"1,559,360",0.7,14.98,"31,170",0.5,9.24,10.56,13.05,17.71,23.56,"19,220","21,970","27,150","36,840","49,000",,
635,33-9010,animal control workers,broad,"12,700",1.3,18.07,"37,580",0.6,10.6,13.46,17.08,21.77,27.57,"22,050","28,000","35,520","45,280","57,350",,
637,33-9020,private detectives and investigators,broad,"30,980",8.3,26.48,"55,080",2.2,13.84,17.98,24.38,32.89,41.7,"28,780","37,390","50,700","68,400","86,730",,
639,33-9030,security guards and gaming surveillance officers,broad,"1,115,730",0.9,14.8,"30,780",0.6,9.45,10.7,12.96,17.21,23.3,"19,660","22,250","26,960","35,810","48,460",,
640,33-9031,gaming surveillance officers and gaming investigators,detailed,"10,290",3.7,17.39,"36,160",1.3,11.06,13.02,15.99,20.3,26.19,"23,010","27,080","33,260","42,220","54,480",,
641,33-9032,security guards,detailed,"1,105,440",0.9,14.78,"30,730",0.7,9.44,10.68,12.93,17.17,23.26,"19,640","22,220","26,900","35,720","48,370",,
642,33-9090,miscellaneous protective service workers,broad,"399,960",1.2,14.51,"30,180",0.7,8.82,9.88,12.58,17.84,22.08,"18,340","20,540","26,160","37,100","45,930",,
643,33-9091,crossing guards,detailed,"76,440",2.4,14.5,"30,170",1,9.07,10.46,13.28,17.01,21.13,"18,870","21,760","27,630","35,380","43,960",,
644,33-9092,"lifeguards, ski patrol, and other recreational protective service workers",detailed,"145,660",2.4,11.33,"23,570",1.1,8.33,9.06,10.24,12.07,16.04,"17,320","18,850","21,290","25,110","33,360",,
645,33-9093,transportation security screeners,detailed,"42,470",0.3,19.69,"40,960",0.6,16.34,17.81,19.51,20.86,23.13,"34,000","37,040","40,580","43,390","48,100",,
646,33-9099,"protective service workers, all other",detailed,"135,390",2,16.31,"33,930",0.8,9.55,11.02,14.54,19.16,25.83,"19,860","22,930","30,240","39,840","53,720",,
647,35-0000,food preparation and serving related occupations,major,"13,193,090",0.1,11.88,"24,710",0.2,8.38,9.15,10.53,12.96,17.48,"17,440","19,040","21,910","26,960","36,350",,
648,35-1000,supervisors of food preparation and serving workers,minor,"1,058,870",0.5,17.89,"37,220",0.3,10.3,12.24,16.06,22.07,28.59,"21,430","25,460","33,400","45,900","59,470",,
650,35-1011,chefs and head cooks,detailed,"131,430",2.2,23.87,"49,650",1,12.03,16.32,22.09,29.75,37.78,"25,020","33,950","45,950","61,870","78,570",,
651,35-1012,first-line supervisors of food preparation and serving workers,detailed,"927,440",0.5,17.05,"35,460",0.3,10.22,12,15.37,20.86,26.86,"21,260","24,960","31,960","43,390","55,880",,
652,35-2000,cooks and food preparation workers,minor,"3,207,700",0.4,12.04,"25,040",0.2,8.66,9.69,11.36,13.8,16.7,"18,000","20,160","23,620","28,710","34,740",,
653,35-2010,cooks,broad,"2,375,000",0.5,12.23,"25,440",0.2,8.7,9.77,11.52,14.04,17.07,"18,100","20,330","23,970","29,200","35,510",,
654,35-2011,"cooks, fast food",detailed,"503,780",1.8,10.39,"21,610",0.3,8.24,9,10.12,11.5,13.17,"17,140","18,730","21,040","23,910","27,400",,
655,35-2012,"cooks, institution and cafeteria",detailed,"404,120",0.7,13.2,"27,450",0.3,8.85,10.19,12.43,15.29,18.8,"18,400","21,190","25,860","31,810","39,110",,
656,35-2013,"cooks, private household",detailed,500,25.2,20.67,"42,990",10.5,10.91,13.17,18.4,26.05,30.48,"22,680","27,400","38,280","54,180","63,400",,
657,35-2014,"cooks, restaurant",detailed,"1,276,510",0.7,12.71,"26,440",0.3,9.04,10.28,12.1,14.5,17.52,"18,810","21,380","25,180","30,150","36,440",,
658,35-2015,"cooks, short order",detailed,"174,230",3.2,11.57,"24,060",0.7,8.59,9.42,10.93,12.9,15.5,"17,870","19,600","22,740","26,830","32,240",,
659,35-2019,"cooks, all other",detailed,"15,870",5.4,14.38,"29,900",1,9.54,11,13.46,16.78,20.49,"19,830","22,880","27,990","34,900","42,620",,
660,35-2020,food preparation workers,broad,"832,690",1.2,11.49,"23,900",0.4,8.54,9.41,10.93,12.92,15.45,"17,770","19,580","22,730","26,880","32,130",,
662,35-3000,food and beverage serving workers,minor,"7,515,370",0.3,11.16,"23,220",0.2,8.24,8.94,9.86,11.8,15.51,"17,140","18,590","20,500","24,540","32,250",,
663,35-3010,bartenders,broad,"613,350",0.9,12.63,"26,260",0.5,8.4,9.12,10.43,14.15,20.01,"17,470","18,960","21,690","29,420","41,630",,
665,35-3020,fast food and counter workers,broad,"4,053,160",0.5,10.28,"21,380",0.2,8.19,8.87,9.73,11.34,13.08,"17,040","18,450","20,240","23,580","27,200",,
666,35-3021,"combined food preparation and serving workers, including fast food",detailed,"3,576,220",0.6,10.21,"21,230",0.2,8.16,8.84,9.7,11.27,12.85,"16,980","18,380","20,180","23,450","26,740",,
667,35-3022,"counter attendants, cafeteria, food concession, and coffee shop",detailed,"476,940",2,10.83,"22,530",0.4,8.47,9.14,10.23,11.74,14.26,"17,620","19,020","21,280","24,420","29,650",,
668,35-3030,waiters and waitresses,broad,"2,584,220",0.5,12.15,"25,280",0.4,8.27,8.98,10.01,13.3,19.33,"17,200","18,690","20,820","27,670","40,210",,
670,35-3040,"food servers, nonrestaurant",broad,"264,630",1.5,11.61,"24,150",0.4,8.47,9.27,10.73,12.68,16.4,"17,620","19,280","22,320","26,370","34,110",,
672,35-9000,other food preparation and serving related workers,minor,"1,411,160",0.7,10.86,"22,580",0.3,8.4,9.13,10.33,11.71,14.19,"17,460","19,000","21,490","24,360","29,510",,
673,35-9010,dining room and cafeteria attendants and bartender helpers,broad,"436,730",1.3,11.08,"23,050",0.4,8.42,9.11,10.18,11.78,14.9,"17,500","18,940","21,160","24,510","30,990",,
675,35-9020,dishwashers,broad,"503,540",1,10.68,"22,210",0.3,8.48,9.25,10.34,11.64,13.39,"17,630","19,240","21,500","24,210","27,850",,
677,35-9030,"hosts and hostesses, restaurant, lounge, and coffee shop",broad,"414,540",1.2,10.72,"22,290",0.4,8.28,9.01,10.06,11.68,14.16,"17,220","18,740","20,930","24,290","29,450",,
679,35-9090,miscellaneous food preparation and serving related workers,broad,"56,350",4.9,11.72,"24,380",1.1,8.54,9.47,10.88,12.62,16.81,"17,760","19,690","22,620","26,250","34,970",,
680,35-9099,"food preparation and serving related workers, all other",detailed,"56,350",4.9,11.72,"24,380",1.1,8.54,9.47,10.88,12.62,16.81,"17,760","19,690","22,620","26,250","34,970",,
681,37-0000,building and grounds cleaning and maintenance occupations,major,"4,424,440",0.3,13.91,"28,930",0.2,8.98,10.23,12.32,16.17,21.43,"18,680","21,270","25,620","33,640","44,570",,
682,37-1000,supervisors of building and grounds cleaning and maintenance workers,minor,"255,410",0.8,21.82,"45,380",0.4,12.5,15.61,20.28,26.68,33.46,"26,010","32,470","42,190","55,500","69,590",,
683,37-1010,first-line supervisors of building and grounds cleaning and maintenance workers,broad,"255,410",0.8,21.82,"45,380",0.4,12.5,15.61,20.28,26.68,33.46,"26,010","32,470","42,190","55,500","69,590",,
684,37-1011,first-line supervisors of housekeeping and janitorial workers,detailed,"155,090",1,20.37,"42,380",0.5,11.85,14.55,18.86,24.67,31.06,"24,640","30,260","39,230","51,320","64,610",,
685,37-1012,"first-line supervisors of landscaping, lawn service, and groundskeeping workers",detailed,"100,320",1.5,24.05,"50,020",0.5,14.13,17.47,22.61,29.1,36.75,"29,390","36,340","47,030","60,520","76,440",,
686,37-2000,building cleaning and pest control workers,minor,"3,176,790",0.4,13.06,"27,170",0.2,8.8,9.86,11.71,15,19.41,"18,290","20,500","24,360","31,210","40,370",,
687,37-2010,building cleaning workers,broad,"3,101,660",0.4,12.95,"26,940",0.2,8.78,9.82,11.65,14.86,19.18,"18,260","20,430","24,240","30,910","39,900",,
