,occ_code,occ_title,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
690,37-2019,"building cleaning workers, all other",detailed,"14,970",10.4,15.23,"31,690",2.5,9.76,11.17,13.97,17.83,23.29,"20,290","23,240","29,060","37,080","48,440",,
691,37-2020,pest control workers,broad,"75,130",1.8,17.6,"36,610",1.1,10.89,13.25,16.52,21.1,26.48,"22,650","27,570","34,370","43,890","55,080",,
693,37-3000,grounds maintenance workers,minor,"992,240",0.5,14.58,"30,330",0.3,9.66,11.08,13.51,16.98,21.55,"20,080","23,050","28,110","35,320","44,820",,
695,37-3011,landscaping and groundskeeping workers,detailed,"912,360",0.6,14.28,"29,700",0.3,9.59,10.98,13.31,16.51,20.61,"19,960","22,840","27,670","34,340","42,870",,
696,37-3012,"pesticide handlers, sprayers, and applicators, vegetation",detailed,"25,900",4.7,17.97,"37,370",1.4,11.32,13.66,16.74,20.36,25.9,"23,550","28,410","34,830","42,340","53,860",,
697,37-3013,tree trimmers and pruners,detailed,"41,140",5.5,18.55,"38,580",1.3,11.14,13.81,17.53,22.73,28.32,"23,180","28,730","36,460","47,270","58,910",,
698,37-3019,"grounds maintenance workers, all other",detailed,"12,840",5.5,16.75,"34,850",2.3,9.83,11.24,14.45,20.42,29.86,"20,440","23,380","30,060","42,480","62,110",,
699,39-0000,personal care and service occupations,major,"5,159,100",0.5,13.11,"27,270",0.2,8.7,9.74,11.35,14.27,19.79,"18,100","20,270","23,610","29,680","41,150",,
700,39-1000,supervisors of personal care and service workers,minor,"244,300",1.2,20.04,"41,690",0.4,11.34,14.1,18.51,24.39,30.91,"23,580","29,330","38,500","50,730","64,290",,
701,39-1010,first-line supervisors of gaming workers,detailed,"30,670",2.8,23.85,"49,600",1.1,12.71,17.36,23.49,29.58,35.65,"26,430","36,100","48,850","61,530","74,150",,
703,39-1020,first-line supervisors of personal service workers,broad,"213,620",1.3,19.5,"40,550",0.4,11.22,13.85,18.01,23.6,30.01,"23,340","28,820","37,450","49,090","62,430",,
705,39-2000,animal care and service workers,minor,"204,850",1.4,12.42,"25,840",0.5,8.63,9.56,11.13,13.75,18.3,"17,950","19,880","23,160","28,610","38,060",,
706,39-2010,animal trainers,broad,"14,340",5.5,16.71,"34,760",1.9,9.43,10.9,13.88,19.35,26.92,"19,610","22,670","28,880","40,250","56,000",,
708,39-2020,nonfarm animal caretakers,broad,"190,520",1.4,12.1,"25,170",0.5,8.6,9.5,11.03,13.39,17.61,"17,880","19,760","22,950","27,860","36,630",,
710,39-3000,entertainment attendants and related workers,minor,"586,270",3,11.25,"23,390",0.4,8.3,9.02,10.09,11.89,15.64,"17,260","18,770","20,990","24,730","32,530",,
711,39-3010,gaming services workers,broad,"115,130",2.9,11.51,"23,950",1.1,8.14,8.88,9.73,11.92,18.06,"16,940","18,460","20,230","24,790","37,570",,
712,39-3011,gaming dealers,detailed,"94,260",2.7,11.02,"22,910",1.3,8.07,8.74,9.53,11.22,16.45,"16,790","18,180","19,820","23,340","34,210",,
713,39-3012,gaming and sports book writers and runners,detailed,"11,210",17.4,13.25,"27,550",1.8,8.82,9.78,11.55,15.26,21.12,"18,350","20,350","24,030","31,740","43,940",,
714,39-3019,"gaming service workers, all other",detailed,"9,660",4.8,14.38,"29,910",1.4,9.08,10.34,13,16.58,21.5,"18,890","21,500","27,040","34,480","44,710",,
715,39-3020,motion picture projectionists,broad,"5,700",9.2,11.92,"24,790",2.2,8.48,9.23,10.6,13.14,17.45,"17,640","19,200","22,050","27,340","36,290",,
717,39-3030,"ushers, lobby attendants, and ticket takers",broad,"124,710",2.2,10.85,"22,580",0.6,8.27,8.99,10.01,11.7,14.74,"17,210","18,690","20,820","24,330","30,660",,
719,39-3090,miscellaneous entertainment attendants and related workers,broad,"340,740",4.5,11.29,"23,480",0.5,8.37,9.09,10.27,11.96,15.43,"17,410","18,900","21,370","24,870","32,090",,
720,39-3091,amusement and recreation attendants,detailed,"310,970",5,10.94,"22,760",0.5,8.34,9.05,10.13,11.76,14.66,"17,350","18,820","21,060","24,460","30,500",,
721,39-3092,costume attendants,detailed,"6,430",7.4,22.93,"47,700",2.7,10.41,14.69,20.49,27.8,40.8,"21,660","30,550","42,620","57,830","84,870",,
722,39-3093,"locker room, coatroom, and dressing room attendants",detailed,"17,950",3.4,12.34,"25,670",1,8.64,9.37,10.98,14.26,18.28,"17,960","19,490","22,830","29,670","38,030",,
723,39-3099,"entertainment attendants and related workers, all other",detailed,"5,390",8.8,13.95,"29,010",3.5,8.73,9.64,11.63,15.42,23.18,"18,150","20,050","24,200","32,080","48,210",,
724,39-4000,funeral service workers,minor,"64,630",1.7,19.12,"39,780",1.1,9.35,11.37,15.53,24.04,33.81,"19,450","23,650","32,300","49,990","70,320",,
725,39-4010,embalmers,broad,"4,200",7.6,21.65,"45,040",2,11.35,15.29,20.57,26.54,33.61,"23,600","31,810","42,780","55,200","69,900",,
727,39-4020,funeral attendants,broad,"34,970",2.4,13.04,"27,120",0.9,8.82,9.97,12.04,14.88,18.88,"18,340","20,740","25,050","30,960","39,270",,
729,39-4030,"morticians, undertakers, and funeral directors",broad,"25,460",2.6,27.07,"56,300",1.4,14.07,18.33,24.93,33.02,40.9,"29,260","38,130","51,850","68,670","85,060",,
731,39-5000,personal appearance workers,minor,"536,550",0.7,14.35,"29,840",0.6,8.85,9.76,11.73,16.1,23.36,"18,410","20,290","24,410","33,480","48,590",,
732,39-5010,"barbers, hairdressers, hairstylists and cosmetologists",broad,"370,710",1.4,14.66,"30,480",0.7,8.74,9.72,11.97,16.95,24.27,"18,190","20,210","24,900","35,250","50,470",,
733,39-5011,barbers,detailed,"18,810",10.2,14.65,"30,480",2.6,8.95,10.12,12.33,18.02,23.31,"18,610","21,050","25,650","37,490","48,480",,
734,39-5012,"hairdressers, hairstylists, and cosmetologists",detailed,"351,910",1.4,14.66,"30,490",0.7,8.73,9.71,11.95,16.88,24.36,"18,170","20,200","24,850","35,100","50,670",,
735,39-5090,miscellaneous personal appearance workers,broad,"165,830",3,13.66,"28,410",1,9.12,9.92,11.44,14.57,20.4,"18,960","20,640","23,790","30,310","42,430",,
736,39-5091,"makeup artists, theatrical and performance",detailed,"3,540",8.2,33.32,"69,310",4.6,10.21,14.11,28.51,51.58,61.07,"21,250","29,340","59,300","107,290","127,030",,
737,39-5092,manicurists and pedicurists,detailed,"104,020",4.8,12.01,"24,980",0.9,9.37,9.97,11.17,13,15.89,"19,480","20,730","23,230","27,040","33,050",,
738,39-5093,shampooers,detailed,"13,330",5.7,10.41,"21,650",1.2,8.54,9.11,9.77,11.38,13,"17,770","18,950","20,320","23,680","27,040",,
739,39-5094,skincare specialists,detailed,"44,940",3.4,16.89,"35,130",1.6,8.97,10.59,14.46,20.33,28.27,"18,650","22,020","30,080","42,280","58,810",,
740,39-6000,"baggage porters, bellhops, and concierges",minor,"78,370",2.2,14,"29,110",0.8,9.07,10.24,12.36,16.54,21.42,"18,860","21,300","25,700","34,410","44,550",,
742,39-6011,baggage porters and bellhops,detailed,"42,620",3.1,12.55,"26,100",0.9,8.73,9.52,11.17,14.08,18.39,"18,160","19,810","23,230","29,280","38,250",,
743,39-6012,concierges,detailed,"35,750",3.1,15.72,"32,700",1.1,10.17,11.7,14.49,18.72,23.36,"21,160","24,340","30,150","38,940","48,580",,
744,39-7000,tour and travel guides,minor,"46,140",2.7,14.03,"29,180",0.9,8.91,10.24,12.39,16.4,21.81,"18,530","21,310","25,770","34,110","45,370",,
747,39-9000,other personal care and service workers,minor,"3,397,990",0.5,12.63,"26,280",0.3,8.72,9.86,11.29,13.65,18.1,"18,140","20,500","23,480","28,390","37,640",,
748,39-9010,childcare workers,broad,"562,420",1.1,11.42,"23,760",0.5,8.41,9.22,10.72,12.79,15.76,"17,490","19,180","22,290","26,610","32,780",,
750,39-9020,personal care aides,broad,"2,035,610",0.7,11.59,"24,100",0.5,8.73,9.98,11.11,12.43,14.78,"18,160","20,750","23,100","25,850","30,750",,
752,39-9030,recreation and fitness workers,broad,"632,430",0.8,16.79,"34,930",0.5,9.05,10.38,13.72,20.63,29.01,"18,810","21,590","28,550","42,910","60,340",,
753,39-9031,fitness trainers and aerobics instructors,detailed,"280,080",1.3,21.02,"43,720",0.7,9.44,12,18.85,27.01,35.83,"19,640","24,970","39,210","56,190","74,520",,
754,39-9032,recreation workers,detailed,"352,350",1,13.44,"27,950",0.4,8.88,9.84,11.8,15.44,20.46,"18,480","20,470","24,540","32,110","42,560",,
755,39-9040,residential advisors,broad,"110,720",1.7,13.87,"28,850",0.5,9.08,10.53,12.9,16.02,20,"18,890","21,900","26,830","33,310","41,590",,
757,39-9090,miscellaneous personal care and service workers,broad,"56,820",2.9,13.35,"27,760",0.9,9.14,10.28,12.45,15.53,18.47,"19,000","21,390","25,900","32,300","38,410",,
758,39-9099,"personal care and service workers, all other",detailed,"56,820",2.9,13.35,"27,760",0.9,9.14,10.28,12.45,15.53,18.47,"19,000","21,390","25,900","32,300","38,410",,
759,41-0000,sales and related occupations,major,"14,522,580",0.2,19.56,"40,680",0.2,8.8,10.06,12.99,22.3,37.42,"18,310","20,920","27,020","46,380","77,820",,
760,41-1000,supervisors of sales workers,minor,"1,452,010",0.4,24.27,"50,480",0.2,12.25,15.27,20.12,28.25,39.84,"25,480","31,750","41,860","58,760","82,860",,
761,41-1010,first-line supervisors of sales workers,broad,"1,452,010",0.4,24.27,"50,480",0.2,12.25,15.27,20.12,28.25,39.84,"25,480","31,750","41,860","58,760","82,860",,
762,41-1011,first-line supervisors of retail sales workers,detailed,"1,200,180",0.4,20.95,"43,580",0.2,11.91,14.53,18.54,24.42,31.79,"24,780","30,230","38,550","50,790","66,120",,
763,41-1012,first-line supervisors of non-retail sales workers,detailed,"251,830",0.8,40.08,"83,370",0.4,18.48,25.45,34.45,48.16,68.82,"38,430","52,930","71,650","100,170","143,140",,
764,41-2000,retail sales workers,minor,"8,729,350",0.2,12.29,"25,560",0.2,8.44,9.28,10.77,13.14,18.03,"17,560","19,290","22,400","27,320","37,490",,
765,41-2010,cashiers,broad,"3,588,960",0.5,10.65,"22,160",0.2,8.23,8.97,10.12,11.52,13.98,"17,110","18,660","21,050","23,960","29,080",,
767,41-2012,gaming change persons and booth cashiers,detailed,"24,050",5.8,12.48,"25,950",0.9,9,10.05,11.5,14.12,17.69,"18,720","20,900","23,910","29,360","36,800",,
768,41-2020,counter and rental clerks and parts salespersons,broad,"698,300",0.8,14.85,"30,890",0.3,9.01,10.4,13.04,17.59,23.58,"18,740","21,640","27,130","36,590","49,050",,
769,41-2021,counter and rental clerks,detailed,"445,530",1,14.3,"29,740",0.4,8.92,10.17,12.41,16.73,22.54,"18,550","21,150","25,820","34,800","46,890",,
770,41-2022,parts salespersons,detailed,"252,770",1.2,15.83,"32,920",0.5,9.23,10.98,14.13,18.84,25.16,"19,190","22,830","29,380","39,190","52,330",,
771,41-2030,retail salespersons,broad,"4,442,090",0.4,13.2,"27,460",0.2,8.61,9.58,11.16,14.21,19.85,"17,920","19,930","23,210","29,570","41,300",,
773,41-3000,"sales representatives, services",minor,"1,983,790",0.5,33.5,"69,680",0.5,12.72,17.28,25.22,38.66,62.73,"26,460","35,940","52,460","80,410","130,470",,
774,41-3010,advertising sales agents,broad,"136,520",2.3,29.34,"61,020",0.9,11.69,16.22,23.89,35.57,52.26,"24,320","33,730","49,680","73,990","108,700",,
776,41-3020,insurance sales agents,broad,"386,320",1.2,32.21,"66,990",0.9,13.07,17.02,23.9,36.64,60.19,"27,180","35,400","49,710","76,220","125,190",,
778,41-3030,"securities, commodities, and financial services sales agents",broad,"389,610",1.1,46.85,"97,440",1.4,15.89,19.55,30.66,58.63,#,"33,060","40,670","63,780","121,960",#,,
780,41-3040,travel agents,broad,"67,330",2.2,19.64,"40,840",1,10.26,13.25,17.78,23.7,29.96,"21,350","27,570","36,990","49,300","62,320",,
782,41-3090,"miscellaneous sales representatives, services",broad,"1,004,020",0.7,30.31,"63,050",0.4,12.16,16.94,25.24,36.95,54.47,"25,290","35,240","52,510","76,850","113,310",,
783,41-3099,"sales representatives, services, all other",detailed,"1,004,020",0.7,30.31,"63,050",0.4,12.16,16.94,25.24,36.95,54.47,"25,290","35,240","52,510","76,850","113,310",,
784,41-4000,"sales representatives, wholesale and manufacturing",minor,"1,718,580",0.5,34.88,"72,540",0.4,14.05,20.02,29.01,42.97,61.63,"29,230","41,630","60,340","89,380","128,180",,
786,41-4011,"sales representatives, wholesale and manufacturing, technical and scientific products",detailed,"327,190",1.8,44.24,"92,010",0.9,19.07,26.58,37.9,55.41,75.72,"39,660","55,280","78,830","115,250","157,490",,
787,41-4012,"sales representatives, wholesale and manufacturing, except technical and scientific products",detailed,"1,391,400",0.5,32.67,"67,960",0.3,13.34,18.98,27.39,39.36,57.83,"27,760","39,480","56,970","81,880","120,280",,
788,41-9000,other sales and related workers,minor,"638,860",1.1,23.72,"49,340",0.7,9.53,11.38,16.17,28.09,48.4,"19,830","23,660","33,630","58,420","100,680",,
789,41-9010,"models, demonstrators, and product promoters",broad,"88,500",3.8,15.3,"31,830",1.5,9.41,10.71,12.97,18.17,23.73,"19,570","22,280","26,970","37,800","49,350",,
790,41-9011,demonstrators and product promoters,detailed,"84,780",3.9,15.3,"31,830",1.5,9.54,10.78,13.01,18.19,23.72,"19,840","22,410","27,060","37,820","49,340",,
791,41-9012,models,detailed,"3,710",18,15.32,"31,870",6,8.17,9.14,11.01,17.91,23.78,"16,980","19,020","22,900","37,250","49,450",,
792,41-9020,real estate brokers and sales agents,broad,"188,490",1.4,30.35,"63,130",1.1,11.2,15.31,23.02,36.21,56.93,"23,300","31,840","47,880","75,310","118,410",,
793,41-9021,real estate brokers,detailed,"40,530",3.1,36.5,"75,910",2.6,11.61,16.97,27.28,42.69,72.92,"24,160","35,290","56,730","88,790","151,660",,
794,41-9022,real estate sales agents,detailed,"147,960",1.7,28.67,"59,630",1.1,11.12,14.99,22.11,34.59,52.64,"23,130","31,180","45,990","71,950","109,490",,
795,41-9030,sales engineers,broad,"70,820",2.2,51.42,"106,950",0.8,27.37,35.38,47.46,62.47,78.24,"56,940","73,600","98,720","129,940","162,740",,
797,41-9040,telemarketers,broad,"189,670",2.8,13.3,"27,670",0.8,8.85,9.96,11.76,14.75,19.36,"18,410","20,710","24,460","30,680","40,260",,
799,41-9090,miscellaneous sales and related workers,broad,"101,380",1.7,18.89,"39,300",0.7,9.88,11.39,15.79,22.79,31.62,"20,550","23,680","32,840","47,410","65,770",,
800,41-9091,"door-to-door sales workers, news and street vendors, and related workers",detailed,"7,520",8.2,13.59,"28,260",2.7,9.04,10.02,11.45,14.48,21.91,"18,810","20,830","23,810","30,120","45,560",,
801,41-9099,"sales and related workers, all other",detailed,"93,860",1.7,19.32,"40,180",0.7,10,11.59,16.3,23.26,32.48,"20,810","24,110","33,890","48,390","67,560",,
802,43-0000,office and administrative support occupations,major,"21,965,480",0.1,18.24,"37,950",0.1,10.24,12.68,16.7,22.24,28.77,"21,300","26,380","34,740","46,270","59,850",,
803,43-1000,supervisors of office and administrative support workers,minor,"1,458,380",0.3,28.14,"58,540",0.1,16.09,20.34,26.47,33.79,42.69,"33,470","42,300","55,060","70,270","88,800",,
804,43-1010,first-line supervisors of office and administrative support workers,broad,"1,458,380",0.3,28.14,"58,540",0.1,16.09,20.34,26.47,33.79,42.69,"33,470","42,300","55,060","70,270","88,800",,
806,43-2000,communications equipment operators,minor,"88,680",2.2,15.09,"31,390",0.5,9.98,11.53,14.02,17.55,22.36,"20,760","23,980","29,160","36,510","46,500",,
807,43-2010,"switchboard operators, including answering service",broad,"80,380",2.3,14.69,"30,550",0.5,9.91,11.41,13.8,17.01,20.92,"20,610","23,740","28,700","35,390","43,500",,
809,43-2020,telephone operators,broad,"6,310",8.1,18.47,"38,410",2.5,10.85,13.23,17.46,23.64,28.44,"22,580","27,520","36,320","49,170","59,150",,
811,43-2090,miscellaneous communications equipment operators,broad,"1,980",5.8,20.63,"42,910",2.6,11.35,15.11,19.94,25.44,30.42,"23,600","31,430","41,480","52,920","63,280",,
812,43-2099,"communications equipment operators, all other",detailed,"1,980",5.8,20.63,"42,910",2.6,11.35,15.11,19.94,25.44,30.42,"23,600","31,430","41,480","52,920","63,280",,
813,43-3000,financial clerks,minor,"3,044,000",0.3,18.55,"38,580",0.1,11.31,13.88,17.56,22.37,27.69,"23,510","28,860","36,520","46,530","57,590",,
814,43-3010,bill and account collectors,broad,"271,700",1.4,18.1,"37,650",0.4,11.5,13.75,16.99,21.22,26.45,"23,920","28,600","35,330","44,140","55,020",,
816,43-3020,billing and posting clerks,broad,"476,010",0.8,18.49,"38,460",0.2,12.55,14.81,17.72,21.68,25.86,"26,090","30,810","36,860","45,100","53,780",,
818,43-3030,"bookkeeping, accounting, and auditing clerks",broad,"1,532,340",0.4,19.76,"41,110",0.1,11.83,15.1,18.87,23.73,29.17,"24,600","31,400","39,240","49,360","60,670",,
820,43-3040,gaming cage workers,broad,"17,030",8.2,13.57,"28,210",0.7,9.77,10.84,12.65,15.73,18.98,"20,330","22,550","26,320","32,730","39,480",,
822,43-3050,payroll and timekeeping clerks,broad,"152,990",0.9,21.61,"44,950",0.3,13.53,16.9,21.1,25.65,30.38,"28,130","35,160","43,890","53,350","63,180",,
824,43-3060,procurement clerks,broad,"70,510",1.3,20.35,"42,320",0.3,13.29,16.38,20.15,23.89,28,"27,640","34,070","41,910","49,690","58,240",,
826,43-3070,tellers,broad,"491,150",0.9,13.89,"28,880",0.2,10.27,11.62,13.52,15.58,18.43,"21,360","24,170","28,110","32,410","38,330",,
828,43-3090,miscellaneous financial clerks,broad,"32,260",3.8,20.49,"42,630",0.9,12.8,15.68,19.22,24.13,29.76,"26,620","32,620","39,970","50,180","61,890",,
829,43-3099,"financial clerks, all other",detailed,"32,260",3.8,20.49,"42,630",0.9,12.8,15.68,19.22,24.13,29.76,"26,620","32,620","39,970","50,180","61,890",,
830,43-4000,information and record clerks,minor,"5,694,680",0.3,16.79,"34,930",0.1,10.06,12.18,15.51,19.95,25.51,"20,920","25,340","32,270","41,500","53,060",,
831,43-4010,brokerage clerks,broad,"58,930",2.3,25.41,"52,850",0.6,16.11,19.59,23.94,29.56,36.76,"33,520","40,750","49,800","61,480","76,460",,
833,43-4020,correspondence clerks,broad,"6,370",4.4,18.32,"38,100",1.3,11.81,14.26,17.61,21.9,26.61,"24,570","29,670","36,620","45,550","55,350",,
835,43-4030,"court, municipal, and license clerks",broad,"133,330",0.8,19.11,"39,760",0.6,11.69,14.26,17.93,22.6,28.13,"24,310","29,670","37,300","47,000","58,500",,
837,43-4040,"credit authorizers, checkers, and clerks",broad,"34,350",4.6,19.07,"39,670",0.7,12.24,14.55,17.93,22.67,28.42,"25,450","30,250","37,290","47,160","59,110",,
839,43-4050,customer service representatives,broad,"2,767,790",0.5,17.14,"35,650",0.2,10.27,12.49,15.81,20.21,26.12,"21,370","25,980","32,890","42,040","54,330",,
841,43-4060,"eligibility interviewers, government programs",broad,"140,590",3.1,21.45,"44,620",0.6,14.41,16.95,21.35,25.51,29.04,"29,970","35,270","44,400","53,060","60,390",,
843,43-4070,file clerks,broad,"118,840",1.3,15.48,"32,200",0.3,9.76,11.6,14.48,18.34,23.24,"20,290","24,120","30,120","38,150","48,340",,
845,43-4080,"hotel, motel, and resort desk clerks",broad,"253,540",0.9,11.66,"24,250",0.4,8.49,9.46,10.99,12.89,15.78,"17,670","19,690","22,850","26,810","32,810",,
847,43-4110,"interviewers, except eligibility and loan",broad,"189,600",1.3,16.62,"34,570",0.4,10.61,12.91,15.92,19.38,23.79,"22,060","26,860","33,110","40,320","49,490",,
849,43-4120,"library assistants, clerical",broad,"94,140",1.3,13.54,"28,170",0.6,8.96,10.05,12.41,16.03,20.12,"18,630","20,910","25,810","33,340","41,850",,
851,43-4130,loan interviewers and clerks,broad,"227,430",1.6,19.52,"40,610",0.4,12,15.16,18.78,23.44,28.32,"24,960","31,540","39,060","48,760","58,910",,
853,43-4140,new accounts clerks,broad,"41,680",2.6,17.58,"36,560",0.6,12.62,14.31,16.95,19.83,24.05,"26,250","29,760","35,260","41,240","50,010",,
855,43-4150,order clerks,broad,"169,120",3,16.99,"35,330",0.9,10.3,12.59,16.11,20.37,25.26,"21,430","26,180","33,510","42,370","52,540",,
857,43-4160,"human resources assistants, except payroll and timekeeping",broad,"134,570",0.9,19.57,"40,700",0.2,12.83,15.79,18.98,23.04,27.41,"26,690","32,840","39,480","47,930","57,020",,
859,43-4170,receptionists and information clerks,broad,"1,014,900",0.5,14.25,"29,640",0.2,9.65,11.2,13.65,16.74,19.65,"20,080","23,300","28,390","34,830","40,880",,
861,43-4180,reservation and transportation ticket agents and travel clerks,broad,"148,220",2.5,19.16,"39,850",0.9,10.79,12.97,17.44,26.3,29.55,"22,440","26,990","36,280","54,710","61,460",,
863,43-4190,miscellaneous information and record clerks,broad,"161,250",1.2,19.56,"40,690",0.3,12.12,15,19.16,23.44,27.62,"25,200","31,200","39,860","48,750","57,450",,
864,43-4199,"information and record clerks, all other",detailed,"161,250",1.2,19.56,"40,690",0.3,12.12,15,19.16,23.44,27.62,"25,200","31,200","39,860","48,750","57,450",,
865,43-5000,"material recording, scheduling, dispatching, and distributing workers",minor,"4,152,650",0.3,16.73,"34,790",0.1,9.66,11.22,14.95,20.42,28.16,"20,090","23,330","31,100","42,470","58,570",,
866,43-5010,cargo and freight agents,broad,"89,920",2.2,21.62,"44,980",0.8,12.34,15.99,20.11,26.05,31.54,"25,670","33,250","41,820","54,180","65,600",,
868,43-5020,couriers and messengers,broad,"76,710",2.6,14.42,"30,000",0.7,9.65,11.01,13.58,17.08,20.89,"20,070","22,900","28,250","35,520","43,440",,
870,43-5030,dispatchers,broad,"293,970",0.8,20.24,"42,110",0.4,11.78,14.71,18.79,24.29,30.75,"24,500","30,600","39,090","50,520","63,970",,
871,43-5031,"police, fire, and ambulance dispatchers",detailed,"95,450",0.8,20.2,"42,020",0.4,12.46,15.24,19.06,24.21,30.13,"25,920","31,700","39,640","50,370","62,680",,
872,43-5032,"dispatchers, except police, fire, and ambulance",detailed,"198,520",1.2,20.26,"42,150",0.6,11.48,14.45,18.65,24.33,31.22,"23,880","30,060","38,790","50,600","64,940",,
873,43-5040,"meter readers, utilities",broad,"33,860",2.7,20.87,"43,410",1.1,11.25,14.01,18.86,25.67,32.72,"23,400","29,140","39,240","53,400","68,050",,
875,43-5050,postal service workers,broad,"531,750",0,24.04,"50,010",0.2,16.07,17.69,27.53,28.77,28.78,"33,430","36,800","57,260","59,850","59,860",,
876,43-5051,postal service clerks,detailed,"82,890",0,23.91,"49,730",0.2,16.63,19.79,28.15,28.16,28.75,"34,580","41,150","58,550","58,570","59,800",,
877,43-5052,postal service mail carriers,detailed,"336,900",0,24.05,"50,020",0.2,16.07,17.41,27.4,28.78,29.38,"33,420","36,210","57,000","59,850","61,110",,
878,43-5053,"postal service mail sorters, processors, and processing machine operators",detailed,"111,960",0,24.12,"50,160",0.4,16.49,19.02,27.53,28.15,28.16,"34,310","39,560","57,260","58,560","58,570",,
879,43-5060,"production, planning, and expediting clerks",broad,"336,000",0.8,23.57,"49,020",0.3,13.7,17.21,22.44,28.75,35.58,"28,490","35,800","46,670","59,790","74,000",,
881,43-5070,"shipping, receiving, and traffic clerks",broad,"671,780",0.7,16.25,"33,790",0.2,10.43,12.43,15.29,18.98,23.67,"21,690","25,860","31,810","39,490","49,240",,
883,43-5080,stock clerks and order fillers,broad,"2,046,040",0.5,13.2,"27,450",0.2,9.07,10.17,11.77,15.11,19.4,"18,870","21,140","24,470","31,430","40,360",,
885,43-5110,"weighers, measurers, checkers, and samplers, recordkeeping",broad,"72,630",2,15.54,"32,330",0.5,9.87,11.44,14.51,18.53,23.21,"20,530","23,800","30,180","38,540","48,270",,
887,43-6000,secretaries and administrative assistants,minor,"3,613,300",0.3,19.74,"41,060",0.1,11.37,14.25,18.21,23.8,30.22,"23,650","29,630","37,870","49,510","62,870",,
889,43-6011,executive secretaries and executive administrative assistants,detailed,"596,080",0.6,28.56,"59,400",0.2,17.17,21.62,27.6,34.65,41,"35,720","44,960","57,410","72,080","85,280",,
890,43-6012,legal secretaries,detailed,"185,870",1.5,23.37,"48,600",0.8,13.02,16.25,21.51,29.04,36.78,"27,080","33,800","44,730","60,390","76,500",,
891,43-6013,medical secretaries,detailed,"576,520",0.8,17.25,"35,870",0.3,11.66,13.7,16.64,19.94,24.2,"24,240","28,490","34,610","41,460","50,340",,
892,43-6014,"secretaries and administrative assistants, except legal, medical, and executive",detailed,"2,254,820",0.4,17.75,"36,920",0.2,10.63,13.45,17.11,21.61,26.14,"22,110","27,990","35,590","44,950","54,370",,
893,43-9000,other office and administrative support workers,minor,"3,913,800",0.4,16.73,"34,800",0.2,9.71,11.96,15.66,20.02,25.29,"20,200","24,870","32,560","41,640","52,610",,
894,43-9010,computer operators,broad,"40,400",2.6,21.79,"45,320",0.6,12.43,16.23,21.28,27.42,30.79,"25,860","33,760","44,270","57,030","64,050",,
896,43-9020,data entry and information processing workers,broad,"245,300",1.2,16.73,"34,800",0.6,10.68,12.97,15.85,19.51,24.02,"22,210","26,970","32,960","40,590","49,960",,
897,43-9021,data entry keyers,detailed,"180,100",1.3,15.64,"32,530",0.3,10.37,12.44,14.87,18.19,22.24,"21,570","25,870","30,930","37,840","46,260",,
898,43-9022,word processors and typists,detailed,"65,200",2.8,19.74,"41,070",1.6,12.87,15.79,19.11,23.28,27.91,"26,770","32,850","39,740","48,420","58,040",,
899,43-9030,desktop publishers,broad,"12,000",3.6,21.72,"45,170",1.2,11.2,14.88,20.36,27.3,34.27,"23,300","30,960","42,350","56,790","71,280",,
901,43-9040,insurance claims and policy processing clerks,broad,"277,130",1.7,19.76,"41,090",0.4,12.86,15.5,18.65,23.24,28.53,"26,750","32,230","38,790","48,340","59,340",,
903,43-9050,"mail clerks and mail machine operators, except postal service",broad,"85,800",2,15,"31,200",0.5,9.52,11.24,14.24,18.03,22.17,"19,800","23,380","29,620","37,500","46,100",,
905,43-9060,"office clerks, general",broad,"2,967,620",0.4,16.3,"33,910",0.2,9.55,11.55,15.14,19.46,24.8,"19,870","24,020","31,500","40,480","51,590",,
907,43-9070,"office machine operators, except computer",broad,"54,950",2.9,15.96,"33,190",0.6,10.26,12.11,15.08,18.78,23.43,"21,340","25,200","31,360","39,060","48,740",,
909,43-9080,proofreaders and copy markers,broad,"11,420",5.2,19.43,"40,410",1.6,10.91,13.85,18.05,23.84,29.56,"22,700","28,820","37,550","49,580","61,480",,
911,43-9110,statistical assistants,broad,"10,110",3.2,23.6,"49,090",0.8,15.05,18.28,22.79,28.28,34.06,"31,310","38,030","47,400","58,820","70,850",,
913,43-9190,miscellaneous office and administrative support workers,broad,"209,070",1.3,17.96,"37,360",0.6,10.22,12.67,17.11,21.74,27.24,"21,260","26,350","35,590","45,230","56,660",,
914,43-9199,"office and administrative support workers, all other",detailed,"209,070",1.3,17.96,"37,360",0.6,10.22,12.67,17.11,21.74,27.24,"21,260","26,350","35,590","45,230","56,660",,
915,45-0000,"farming, fishing, and forestry occupations",major,"470,920",1.2,13.87,"28,840",0.5,9.85,10.46,11.73,15.42,21.15,"20,480","21,760","24,390","32,060","43,990",,
916,45-1000,"supervisors of farming, fishing, and forestry workers",minor,"20,750",2.5,24.11,"50,160",0.9,13.23,16.61,22.39,29.42,37.36,"27,510","34,550","46,570","61,200","77,710",,
